,"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
524,"Cisnero, José",542585,DET,FF,4-Seam Fastball,-0.6,-2,363,36.8,107,0.216,0.432,0.357,25.6,31.8,24.1,0.23,0.433,0.354,35.2
525,"Castro, Miguel",612434,AZ,SI,Sinker,0.1,0,428,42.5,107,0.256,0.411,0.349,15.6,12.1,19.7,0.274,0.408,0.353,33.3
526,"Baker, Bryan",641329,BAL,FF,4-Seam Fastball,-0.8,-3,445,56.7,107,0.267,0.467,0.363,22.4,25.2,18.2,0.253,0.425,0.342,48.5
527,"Jackson, Andre",656578,PIT,FF,4-Seam Fastball,1.1,5,446,44.6,107,0.222,0.367,0.327,19.1,18.7,17.5,0.259,0.444,0.357,47.2
528,"Soto, Gregory",642397,PHI,SI,Sinker,1.6,7,418,43.3,107,0.209,0.275,0.295,21.4,15.0,20.0,0.223,0.305,0.291,31.6
529,"Glasnow, Tyler",607192,TB,CU,Curveball,1.4,6,404,21.3,107,0.095,0.19,0.137,52.2,68.2,29.6,0.107,0.198,0.145,45.5
530,"Hudson, Dakota",641712,STL,SL,Slider,-1.4,-6,423,32.1,107,0.258,0.43,0.331,39.3,31.8,22.5,0.238,0.442,0.326,45.2
531,"Woodruff, Brandon",605540,MIL,FF,4-Seam Fastball,1.1,5,428,41.0,106,0.177,0.385,0.279,31.4,43.4,23.7,0.17,0.291,0.243,48.0
532,"Quintana, Jose",500779,NYM,SI,Sinker,2.9,12,397,32.3,106,0.196,0.25,0.264,13.5,16.0,16.8,0.246,0.386,0.323,42.1
533,"Beck, Tristan",663941,SF,ST,Sweeper,-2.0,-6,284,21.9,106,0.25,0.452,0.314,30.8,29.2,22.0,0.205,0.341,0.24,26.0
534,"Woo, Bryan",693433,SEA,SI,Sinker,1.1,4,369,25.5,106,0.213,0.372,0.314,20.8,16.0,16.2,0.234,0.339,0.293,28.2
535,"Shuster, Jared",694363,ATL,FF,4-Seam Fastball,-1.4,-5,381,44.1,106,0.311,0.489,0.399,9.9,11.3,12.6,0.311,0.474,0.394,45.6
536,"Quantrill, Cal",615698,CLE,FC,Cutter,-1.3,-5,412,24.1,106,0.33,0.495,0.378,22.1,12.3,14.3,0.297,0.496,0.364,40.0
537,"Muñoz, Andrés",662253,SEA,SL,Slider,0.7,3,406,48.6,106,0.23,0.36,0.287,48.3,39.6,29.6,0.197,0.294,0.238,34.5
538,"Jackson, Luke",592426,SF,SL,Slider,1.2,4,367,69.9,106,0.2,0.3,0.269,27.4,30.2,24.4,0.196,0.318,0.245,33.8
539,"Long, Sam",669674,OAK,FF,4-Seam Fastball,-1.3,-5,384,49.5,106,0.348,0.522,0.402,15.7,13.2,12.1,0.319,0.534,0.392,43.2
540,"Davidson, Tucker",656353,KC,SL,Slider,-0.6,-2,375,44.3,105,0.34,0.485,0.377,23.1,16.2,16.5,0.335,0.492,0.374,37.0
541,"Sewald, Paul",623149,AZ,ST,Sweeper,0.1,0,444,42.8,105,0.191,0.394,0.287,30.9,31.4,20.6,0.175,0.304,0.248,27.4
542,"Dunning, Dane",641540,TEX,FC,Cutter,1.1,6,538,20.0,105,0.258,0.393,0.339,23.1,13.3,15.9,0.253,0.405,0.337,28.9
543,"Syndergaard, Noah",592789,CLE,SI,Sinker,-1.6,-6,366,26.0,105,0.363,0.593,0.435,13.8,8.6,15.0,0.328,0.527,0.407,46.4
544,"Jackson, Andre",656578,PIT,CH,Changeup,-2.2,-7,320,32.0,105,0.273,0.566,0.38,29.7,24.8,22.8,0.295,0.533,0.369,39.7
545,"Kelly, Merrill",518876,AZ,FC,Cutter,0.2,1,508,18.1,105,0.22,0.352,0.311,24.4,23.8,21.9,0.229,0.367,0.309,26.9
546,"Littell, Zack",641793,TB,FF,4-Seam Fastball,1.0,4,415,31.2,105,0.26,0.44,0.323,22.0,28.6,21.0,0.224,0.429,0.29,50.7
547,"Scherzer, Max",453286,TEX,CH,Changeup,-0.2,-1,347,14.1,105,0.207,0.283,0.267,27.5,28.6,15.9,0.199,0.278,0.268,27.0
548,"Devenski, Chris",606965,TB,CH,Changeup,-0.4,-1,350,51.5,105,0.227,0.361,0.271,36.0,29.5,23.3,0.224,0.375,0.276,30.0
549,"Suárez, Ranger",624133,PHI,FF,4-Seam Fastball,-0.8,-4,434,21.5,105,0.304,0.478,0.377,21.9,22.9,22.9,0.29,0.504,0.37,45.7
550,"Lucchesi, Joey",664192,NYM,SI,Sinker,1.3,5,360,51.7,105,0.295,0.474,0.365,14.8,11.4,18.8,0.308,0.558,0.397,44.6
551,"Ferrer, Jose A.",678606,WSH,FF,4-Seam Fastball,-0.6,-3,402,71.9,105,0.287,0.426,0.35,13.0,15.2,15.8,0.259,0.367,0.313,42.3
552,"Miller, Bobby",676272,LAD,SI,Sinker,1.6,6,376,19.2,104,0.258,0.382,0.34,17.8,12.5,18.6,0.27,0.404,0.345,40.3
553,"Faedo, Alex",656412,DET,SL,Slider,-0.4,-1,394,38.1,104,0.192,0.364,0.283,41.3,30.8,21.1,0.179,0.32,0.233,22.4
554,"Weems, Jordan",607179,WSH,FF,4-Seam Fastball,0.3,1,444,48.3,104,0.198,0.523,0.369,24.3,23.1,26.1,0.264,0.567,0.398,40.6
555,"Allen, Logan",671106,CLE,CH,Changeup,1.2,5,454,21.3,104,0.191,0.223,0.231,33.0,29.8,19.4,0.215,0.285,0.252,38.5
556,"Speier, Gabe",642100,SEA,SI,Sinker,1.0,3,358,45.8,104,0.296,0.439,0.34,18.6,14.4,20.5,0.279,0.414,0.319,37.3
557,"Barlow, Scott",605130,SD,SL,Slider,1.6,7,444,37.1,104,0.191,0.292,0.255,35.9,27.9,24.4,0.189,0.266,0.247,21.9
558,"Erceg, Lucas",668674,OAK,SI,Sinker,0.1,0,319,30.3,104,0.28,0.354,0.369,28.9,15.4,25.4,0.206,0.266,0.305,26.9
559,"Weems, Jordan",607179,WSH,SL,Slider,1.1,5,399,43.4,104,0.204,0.323,0.267,28.4,29.8,23.3,0.206,0.335,0.264,40.0
560,"Maeda, Kenta",628317,MIN,SL,Slider,-1.8,-7,378,22.2,104,0.247,0.577,0.366,27.2,24.0,21.6,0.215,0.438,0.301,37.5
561,"Civale, Aaron",650644,TB,SI,Sinker,1.8,7,372,18.5,104,0.202,0.292,0.284,14.4,19.2,17.9,0.234,0.322,0.305,34.8
562,"Wilson, Bryse",669060,MIL,FC,Cutter,2.1,8,401,34.7,103,0.165,0.33,0.239,23.6,13.6,21.9,0.26,0.451,0.316,36.9
563,"Iglesias, Raisel",628452,ATL,CH,Changeup,1.6,5,307,35.3,103,0.182,0.313,0.232,40.8,35.9,32.5,0.166,0.265,0.197,27.0
564,"Fairbanks, Pete",664126,TB,FF,4-Seam Fastball,0.9,3,363,49.5,103,0.151,0.279,0.264,29.6,40.8,31.1,0.141,0.259,0.252,37.8
565,"Ober, Bailey",641927,MIN,SL,Slider,-0.9,-4,457,19.6,103,0.255,0.48,0.338,32.9,30.1,17.6,0.249,0.463,0.319,37.3
566,"Elder, Bryce",693821,ATL,FF,4-Seam Fastball,-0.3,-1,382,13.4,103,0.286,0.495,0.365,19.4,12.6,12.9,0.294,0.487,0.365,38.8
567,"Manoah, Alek",666201,TOR,SL,Slider,-1.8,-9,507,30.0,103,0.239,0.432,0.352,28.6,28.2,14.3,0.191,0.305,0.289,32.2
568,"Megill, Tylor",656731,NYM,CH,Changeup,-0.5,-2,334,14.9,103,0.264,0.396,0.333,24.1,15.5,18.0,0.262,0.389,0.329,30.7
569,"Gore, MacKenzie",669022,WSH,SL,Slider,0.5,2,449,18.2,103,0.213,0.415,0.306,37.5,27.2,21.9,0.26,0.48,0.346,43.9
570,"Detmers, Reid",672282,LAA,CU,Curveball,0.9,4,505,19.4,103,0.191,0.326,0.285,28.6,29.1,19.7,0.174,0.259,0.256,16.9
571,"Brash, Matt",666374,SEA,FF,4-Seam Fastball,-0.1,-1,439,33.7,102,0.346,0.481,0.423,26.3,23.5,22.0,0.27,0.399,0.378,53.4
572,"Toussaint, Touki",657053,CWS,FF,4-Seam Fastball,-1.6,-6,375,23.5,102,0.294,0.426,0.427,21.7,17.6,19.6,0.281,0.474,0.43,50.0
573,"Winn, Keaton",676775,SF,FS,Split-Finger,0.3,1,329,55.4,102,0.221,0.347,0.271,34.4,22.5,22.3,0.221,0.355,0.271,42.5
574,"Beck, Tristan",663941,SF,SL,Slider,0.2,1,430,33.1,102,0.309,0.489,0.386,23.0,13.7,20.3,0.296,0.496,0.361,42.0
575,"Toussaint, Touki",657053,CWS,SI,Sinker,-0.1,0,422,26.5,102,0.3,0.412,0.384,9.5,7.8,12.1,0.286,0.463,0.385,32.9
576,"Ortiz, Luis L.",682847,PIT,FF,4-Seam Fastball,-3.7,-14,365,25.0,102,0.383,0.704,0.505,15.6,12.7,11.3,0.371,0.813,0.521,60.0
577,"Clarke, Taylor",664199,KC,SL,Slider,0.8,3,395,37.0,102,0.242,0.429,0.329,32.3,24.5,20.3,0.193,0.369,0.287,39.4
578,"Minter, A.J.",621345,ATL,FF,4-Seam Fastball,1.4,7,501,47.2,102,0.211,0.367,0.293,25.0,27.5,19.7,0.224,0.412,0.319,42.9
579,"Bradley, Taj",671737,TB,FC,Cutter,-1.4,-6,451,24.8,102,0.312,0.581,0.4,29.5,19.6,22.5,0.284,0.502,0.359,51.4
580,"Bibee, Tanner",676440,CLE,CH,Changeup,1.3,5,386,16.6,102,0.213,0.298,0.277,37.8,33.3,26.4,0.181,0.278,0.236,23.3
581,"Blackburn, Paul",621112,OAK,SL,Slider,0.6,2,340,18.1,102,0.198,0.308,0.258,34.4,30.4,21.1,0.218,0.345,0.27,22.2
582,"Anderson, Chase",502624,COL,FC,Cutter,1.3,5,381,26.3,101,0.244,0.444,0.33,22.6,15.8,19.3,0.23,0.392,0.305,25.3
583,"Musgrove, Joe",605397,SD,FF,4-Seam Fastball,2.2,8,379,24.5,101,0.205,0.273,0.265,22.2,22.8,16.5,0.217,0.296,0.277,27.3
584,"Abreu, Bryan",650556,HOU,FF,4-Seam Fastball,1.1,5,499,41.2,101,0.165,0.259,0.248,37.3,30.7,26.3,0.186,0.322,0.277,35.1
585,"Urquidy, José",664353,HOU,FF,4-Seam Fastball,-0.9,-4,421,38.4,101,0.287,0.632,0.428,19.2,8.9,8.3,0.305,0.597,0.422,50.0
586,"Almonte, Yency",622075,LAD,ST,Sweeper,1.1,4,401,50.1,101,0.156,0.281,0.211,47.9,42.6,31.6,0.177,0.276,0.218,30.2
587,"Eovaldi, Nathan",543135,TEX,FC,Cutter,1.6,6,393,17.6,100,0.238,0.417,0.335,19.8,11.0,20.8,0.279,0.469,0.368,36.0
588,"Young, Alex",622065,CIN,CH,Changeup,-0.3,-1,314,35.8,100,0.196,0.37,0.288,39.9,34.0,28.6,0.199,0.326,0.26,46.6
589,"Smith, Will",519293,TEX,FF,4-Seam Fastball,-1.3,-4,336,38.9,100,0.303,0.494,0.381,12.4,11.0,11.7,0.3,0.538,0.392,47.4
590,"Toussaint, Touki",657053,CWS,CU,Curveball,1.9,9,459,28.8,100,0.115,0.184,0.189,35.6,35.0,21.2,0.201,0.279,0.268,35.2
591,"Soto, Gregory",642397,PHI,SL,Slider,0.7,3,377,39.0,100,0.16,0.362,0.248,49.0,37.0,24.3,0.165,0.289,0.215,32.8
592,"Wainwright, Adam",425794,STL,FC,Cutter,-0.9,-4,403,22.6,99,0.344,0.473,0.391,14.7,6.1,12.8,0.308,0.49,0.358,31.8
593,"Maeda, Kenta",628317,MIN,FF,4-Seam Fastball,0.3,1,466,27.4,99,0.275,0.451,0.334,25.1,28.3,22.4,0.256,0.433,0.318,50.0
594,"Vest, Will",676684,DET,FF,4-Seam Fastball,0.6,2,400,51.3,99,0.209,0.363,0.28,22.4,34.3,26.0,0.216,0.399,0.293,56.1
595,"Peterson, David",656849,NYM,FF,4-Seam Fastball,-1.0,-5,536,27.3,99,0.287,0.425,0.383,28.1,24.2,15.9,0.286,0.473,0.386,46.6
596,"Moll, Sam",594580,CIN,SI,Sinker,0.7,3,368,35.9,99,0.253,0.352,0.309,14.2,17.2,26.2,0.229,0.342,0.276,38.7
597,"Marinaccio, Ron",676760,NYY,FF,4-Seam Fastball,1.8,8,461,51.5,99,0.198,0.296,0.295,28.0,29.3,20.6,0.22,0.406,0.346,49.1
598,"Marte, Yunior",628708,PHI,SI,Sinker,-2.2,-8,344,49.1,99,0.345,0.417,0.397,16.1,12.1,14.5,0.279,0.358,0.336,24.7
599,"Bello, Brayan",678394,BOS,SL,Slider,-1.2,-6,463,17.7,99,0.304,0.457,0.373,25.6,18.2,13.3,0.272,0.421,0.323,47.3
600,"Gray, Josiah",680686,WSH,CU,Curveball,0.0,0,456,16.2,99,0.221,0.358,0.266,34.9,29.3,19.3,0.227,0.356,0.265,30.3
601,"García, Yimi",554340,TOR,FF,4-Seam Fastball,-0.5,-2,364,33.1,99,0.256,0.467,0.338,36.4,38.4,27.5,0.208,0.384,0.285,47.2
602,"Chafin, Andrew",605177,MIL,SI,Sinker,-0.4,-2,405,44.0,99,0.284,0.489,0.407,19.6,12.1,20.7,0.277,0.41,0.338,26.3
603,"Burnes, Corbin",669203,MIL,CH,Changeup,1.4,5,346,11.2,98,0.204,0.258,0.221,30.6,24.5,18.9,0.212,0.281,0.232,15.7
604,"France, J.P.",641585,HOU,CH,Changeup,2.0,7,334,15.2,98,0.183,0.237,0.196,30.8,23.5,21.3,0.199,0.268,0.217,18.1
605,"Darvish, Yu",506433,SD,FF,4-Seam Fastball,-0.3,-1,369,16.6,98,0.258,0.551,0.343,16.1,23.5,15.5,0.233,0.427,0.301,37.1
606,"Oviedo, Johan",670912,PIT,CU,Curveball,1.2,5,444,14.9,98,0.193,0.352,0.278,30.8,19.4,16.2,0.205,0.319,0.272,27.5
607,"Middleton, Keynan",641871,NYY,CH,Changeup,1.1,4,367,42.9,98,0.209,0.396,0.291,37.7,26.5,23.0,0.233,0.395,0.299,26.2
608,"Darvish, Yu",506433,SD,SI,Sinker,-0.3,-1,414,18.7,98,0.304,0.402,0.337,15.6,21.4,20.6,0.277,0.391,0.312,52.1
609,"Chirinos, Yonny",630023,ATL,FS,Split-Finger,1.3,4,343,25.6,98,0.185,0.337,0.253,31.5,30.6,19.9,0.243,0.391,0.294,30.2
610,"Fleming, Josh",676596,TB,SI,Sinker,0.4,1,335,44.1,98,0.244,0.465,0.358,19.3,13.3,21.7,0.29,0.503,0.379,53.4
611,"Miller, Bobby",676272,LAD,SL,Slider,-0.3,-1,328,16.7,98,0.25,0.424,0.306,29.2,28.6,18.3,0.229,0.355,0.282,38.5
612,"Suter, Brent",608718,COL,FF,4-Seam Fastball,0.3,1,345,30.6,98,0.259,0.341,0.316,15.4,13.3,16.9,0.268,0.361,0.325,27.0
613,"Cole, Gerrit",543037,NYY,CU,Curveball,1.0,4,396,12.1,97,0.215,0.269,0.243,24.4,27.8,19.3,0.223,0.305,0.242,40.3
614,"Nelson, Ryne",669194,AZ,FC,Cutter,-1.9,-6,318,13.5,97,0.326,0.539,0.407,21.8,15.5,14.7,0.279,0.481,0.354,43.2
615,"Olson, Reese",681857,DET,SI,Sinker,0.4,1,348,20.0,97,0.278,0.367,0.321,12.1,10.3,13.9,0.284,0.415,0.329,45.0
616,"Moore, Matt",519043,MIA,FF,4-Seam Fastball,1.3,5,399,47.4,97,0.259,0.529,0.369,22.6,16.5,17.0,0.258,0.467,0.354,45.7
617,"Germán, Domingo",593334,NYY,CH,Changeup,1.1,4,345,20.9,97,0.2,0.306,0.263,32.2,21.6,24.1,0.261,0.357,0.315,33.3
618,"Suárez, Ranger",624133,PHI,CH,Changeup,-1.0,-4,372,18.4,97,0.267,0.444,0.335,31.1,16.5,14.7,0.293,0.463,0.343,33.3
619,"Darvish, Yu",506433,SD,ST,Sweeper,0.5,2,412,18.6,97,0.256,0.427,0.341,28.9,20.6,21.1,0.25,0.419,0.339,29.7
620,"Wheeler, Zack",554430,PHI,CU,Curveball,-0.2,-1,361,11.4,97,0.264,0.473,0.329,33.0,28.9,17.9,0.257,0.371,0.291,39.1
621,"Williams, Trevor",592866,WSH,CH,Changeup,-1.2,-5,447,17.0,97,0.315,0.483,0.37,19.9,12.4,8.8,0.272,0.427,0.326,28.2
622,"Burnes, Corbin",669203,MIL,CU,Curveball,1.4,7,528,17.1,97,0.133,0.211,0.188,48.8,52.6,26.0,0.133,0.182,0.177,25.0
623,"Gray, Josiah",680686,WSH,FF,4-Seam Fastball,-0.5,-2,479,17.0,97,0.291,0.557,0.418,20.2,11.3,10.8,0.267,0.493,0.387,42.0
624,"Gott, Trevor",641627,NYM,FC,Cutter,-1.1,-4,382,39.1,96,0.247,0.398,0.318,26.4,24.0,29.1,0.237,0.361,0.269,31.4
625,"López, Pablo",641154,MIN,CU,Curveball,-0.1,0,377,12.5,96,0.202,0.33,0.245,36.4,40.6,24.1,0.207,0.323,0.242,36.4
626,"Walker, Taijuan",592836,PHI,FF,4-Seam Fastball,-1.1,-6,498,17.6,96,0.257,0.541,0.418,25.4,17.7,11.6,0.254,0.532,0.413,50.9
627,"Raley, Brooks",548384,NYM,ST,Sweeper,2.9,10,356,36.3,96,0.174,0.217,0.203,33.7,40.6,22.7,0.174,0.225,0.195,13.2
628,"Cruz, Fernando",518585,CIN,FF,4-Seam Fastball,0.0,0,394,35.2,96,0.3,0.512,0.397,16.7,14.6,17.9,0.285,0.493,0.384,56.7
629,"Moran, Jovani",663558,MIN,CH,Changeup,0.6,2,354,47.2,96,0.156,0.278,0.22,50.9,34.4,31.4,0.141,0.242,0.198,19.0
630,"Rodriguez, Eduardo",593958,DET,FC,Cutter,0.0,0,458,18.7,96,0.2,0.471,0.321,19.4,18.8,18.9,0.251,0.509,0.355,43.5
631,"Morgan, Eli",669212,CLE,FF,4-Seam Fastball,-0.3,-1,481,40.1,96,0.317,0.561,0.421,20.9,17.7,13.5,0.285,0.563,0.405,46.2
632,"Nola, Aaron",605400,PHI,CH,Changeup,-0.3,-1,390,12.6,96,0.22,0.319,0.295,31.9,26.0,21.2,0.251,0.368,0.288,36.4
633,"Rea, Colin",607067,MIL,FF,4-Seam Fastball,1.9,7,389,19.3,96,0.135,0.27,0.196,26.4,40.6,23.5,0.204,0.422,0.282,50.0
634,"Miller, Bryce",682243,SEA,SL,Slider,0.8,3,397,18.9,96,0.202,0.337,0.245,24.4,26.0,15.9,0.253,0.433,0.314,47.8
635,"Duran, Jhoan",661395,MIN,FF,4-Seam Fastball,1.1,5,457,44.9,96,0.212,0.375,0.313,35.8,30.2,20.0,0.218,0.352,0.307,40.7
636,"Brebbia, John",605154,SF,SL,Slider,-0.1,-1,364,53.9,96,0.227,0.511,0.328,25.6,21.9,17.1,0.223,0.447,0.295,42.9
637,"Bido, Osvaldo",674370,PIT,SL,Slider,-0.1,0,332,35.3,96,0.238,0.345,0.303,20.9,17.7,13.0,0.262,0.343,0.303,34.8
638,"Cabrera, Génesis",650893,TOR,FF,4-Seam Fastball,-0.5,-2,343,36.3,96,0.224,0.482,0.341,20.2,25.0,20.9,0.226,0.454,0.332,47.5
639,"Whitlock, Garrett",676477,BOS,CH,Changeup,-3.2,-9,288,24.1,96,0.312,0.559,0.382,32.0,24.0,18.7,0.256,0.426,0.294,39.4
640,"Okert, Steven",595345,MIA,FF,4-Seam Fastball,-1.9,-8,394,38.7,96,0.289,0.518,0.397,23.2,21.9,16.2,0.282,0.473,0.368,31.7
641,"Lorenzen, Michael",547179,PHI,SI,Sinker,-1.1,-3,284,12.0,95,0.333,0.4,0.363,3.8,5.3,10.0,0.279,0.36,0.294,31.4
642,"Miley, Wade",489119,MIL,FF,4-Seam Fastball,0.3,1,365,19.5,95,0.198,0.453,0.312,13.4,22.1,16.7,0.249,0.56,0.37,47.7
643,"Kuhl, Chad",641771,WSH,SL,Slider,0.7,2,335,43.5,95,0.235,0.482,0.336,35.8,28.4,23.1,0.235,0.488,0.339,45.8
644,"Yarbrough, Ryan",642232,LAD,SI,Sinker,0.5,2,441,31.0,95,0.28,0.366,0.31,12.6,15.8,12.6,0.282,0.43,0.313,32.1
645,"Bielak, Brandon",656232,HOU,CH,Changeup,1.0,3,345,24.9,95,0.227,0.352,0.292,33.2,26.3,22.1,0.265,0.405,0.318,41.3
646,"López, Jorge",605347,BAL,SI,Sinker,-1.1,-4,327,33.9,95,0.305,0.5,0.383,11.2,7.4,12.1,0.29,0.443,0.358,53.2
647,"Grove, Michael",675627,LAD,FF,4-Seam Fastball,-3.5,-13,375,32.7,95,0.442,0.779,0.537,8.3,8.4,9.5,0.379,0.658,0.463,51.3
648,"Ramírez, Erasmo",541640,TB,SI,Sinker,-3.3,-9,282,29.3,95,0.379,0.609,0.452,10.5,9.5,12.3,0.362,0.61,0.421,52.5
649,"Yarbrough, Ryan",642232,LAD,FC,Cutter,0.9,3,352,24.7,95,0.289,0.378,0.314,12.1,7.4,9.9,0.263,0.388,0.3,30.1
650,"Lauer, Eric",641778,MIL,FC,Cutter,-1.7,-5,302,35.8,94,0.309,0.568,0.419,21.2,16.0,20.0,0.32,0.503,0.397,40.3
651,"Jacques, Joe",682175,BOS,SI,Sinker,-1.5,-4,275,63.1,94,0.286,0.393,0.373,12.0,16.0,20.0,0.232,0.326,0.288,44.3
652,"Williams, Trevor",592866,WSH,SI,Sinker,0.4,1,383,14.6,94,0.325,0.458,0.377,18.8,12.8,18.5,0.288,0.483,0.36,39.7
653,"Leone, Dominic",608678,SEA,FF,4-Seam Fastball,0.6,2,330,37.2,94,0.197,0.539,0.356,26.7,26.6,24.3,0.213,0.509,0.363,51.9
654,"Irvin, Cole",608344,BAL,FF,4-Seam Fastball,-0.1,0,356,28.0,94,0.247,0.459,0.334,20.4,25.5,18.2,0.254,0.527,0.354,40.3
655,"Barlow, Scott",605130,SD,CU,Curveball,-0.9,-4,402,33.6,94,0.195,0.28,0.262,35.8,37.2,22.2,0.216,0.276,0.273,22.4
656,"Varland, Louie",686973,MIN,FC,Cutter,1.1,4,348,31.9,93,0.25,0.405,0.305,28.5,24.7,23.2,0.245,0.4,0.304,42.2
657,"Romano, Jordan",605447,TOR,FF,4-Seam Fastball,1.3,5,417,45.6,93,0.222,0.37,0.307,32.3,30.1,26.9,0.212,0.354,0.295,37.0
658,"Strahm, Matt",621381,PHI,SL,Slider,2.6,9,342,25.0,93,0.151,0.291,0.189,33.3,33.3,24.6,0.167,0.287,0.2,35.0
659,"Peterson, David",656849,NYM,CH,Changeup,-1.0,-4,372,18.9,93,0.325,0.55,0.422,30.9,17.2,20.3,0.261,0.49,0.363,32.3
660,"Wells, Tyler",669330,BAL,FC,Cutter,0.5,2,372,19.5,93,0.212,0.537,0.367,19.3,19.4,20.5,0.253,0.557,0.38,44.4
661,"Lambert, Peter",663567,COL,CH,Changeup,-1.3,-4,290,20.0,93,0.235,0.459,0.347,32.5,32.3,27.3,0.212,0.382,0.289,40.0
662,"Junis, Jakob",596001,SF,SI,Sinker,-2.5,-9,368,26.5,93,0.418,0.696,0.502,14.0,16.1,16.0,0.298,0.451,0.371,44.6
663,"Alvarado, José",621237,PHI,SI,Sinker,1.3,6,436,58.8,93,0.21,0.333,0.299,24.6,24.7,20.5,0.247,0.36,0.313,42.4
664,"Beeks, Jalen",656222,TB,FF,4-Seam Fastball,0.1,0,318,43.5,93,0.243,0.419,0.366,25.2,18.3,19.3,0.217,0.336,0.32,33.9
665,"Blackburn, Paul",621112,OAK,FC,Cutter,-2.1,-8,383,20.4,92,0.435,0.624,0.48,15.9,4.3,7.0,0.387,0.541,0.416,20.7
666,"Cordero, Jimmy",622772,NYY,SI,Sinker,1.3,5,359,70.1,92,0.232,0.354,0.311,17.6,18.5,22.4,0.273,0.396,0.332,38.5
667,"Lynch IV, Daniel",663738,KC,FF,4-Seam Fastball,-1.4,-5,344,42.6,92,0.284,0.531,0.379,16.7,12.0,14.1,0.28,0.504,0.371,38.0
668,"Greinke, Zack",425844,KC,SI,Sinker,-0.6,-2,348,15.7,92,0.333,0.609,0.436,8.1,14.1,16.7,0.335,0.568,0.399,54.1
669,"Elder, Bryce",693821,ATL,CH,Changeup,0.9,3,390,13.7,92,0.188,0.235,0.237,23.6,17.4,13.9,0.237,0.335,0.281,24.6
670,"Cabrera, Edward",665795,MIA,FF,4-Seam Fastball,0.4,2,503,27.9,92,0.211,0.366,0.342,19.1,13.0,10.5,0.228,0.464,0.375,43.3
671,"King, Michael",650633,NYY,FF,4-Seam Fastball,1.8,7,381,22.7,92,0.2,0.294,0.251,25.0,33.7,26.3,0.197,0.344,0.264,40.7
672,"Gibson, Kyle",502043,BAL,FF,4-Seam Fastball,-1.0,-4,407,13.4,92,0.287,0.55,0.383,15.6,9.8,9.4,0.291,0.556,0.385,52.1
673,"Williams, Gavin",668909,CLE,SL,Slider,2.8,8,306,22.1,91,0.157,0.241,0.237,31.8,26.4,22.4,0.195,0.256,0.239,30.5
674,"Blanco, Ronel",669854,HOU,FF,4-Seam Fastball,-3.5,-13,364,40.2,91,0.343,0.714,0.501,18.5,13.2,12.8,0.317,0.669,0.472,54.2
675,"Gonsolin, Tony",664062,LAD,SL,Slider,-2.2,-7,304,18.3,91,0.268,0.439,0.345,25.3,18.7,14.7,0.299,0.542,0.383,36.4
676,"Pérez, Cionel",672335,BAL,SI,Sinker,-1.2,-4,324,36.9,91,0.291,0.316,0.367,20.0,12.1,18.3,0.247,0.295,0.297,42.6
677,"Clase, Emmanuel",661403,CLE,SL,Slider,1.2,4,358,32.0,91,0.19,0.226,0.211,31.3,28.6,19.4,0.194,0.315,0.239,36.7
678,"Peralta, Freddy",642547,MIL,CU,Curveball,0.0,0,352,12.4,91,0.214,0.381,0.298,33.8,31.9,20.7,0.195,0.324,0.258,23.6
679,"Manning, Matt",666159,DET,ST,Sweeper,0.1,0,373,31.6,91,0.185,0.383,0.307,26.1,15.4,13.9,0.21,0.413,0.307,34.8
680,"Brasier, Ryan",518489,LAD,SL,Slider,1.5,5,319,35.4,91,0.12,0.157,0.174,35.8,35.2,22.2,0.186,0.259,0.238,49.1
681,"Abbott, Cory",676265,WSH,FF,4-Seam Fastball,-2.6,-8,323,45.9,91,0.365,0.676,0.474,15.9,16.5,18.8,0.295,0.548,0.406,45.9
682,"Williamson, Brandon",682227,CIN,CH,Changeup,0.3,1,320,16.5,90,0.183,0.39,0.311,39.9,26.7,23.1,0.23,0.396,0.303,31.0
683,"Soriano, George",666277,MIA,FF,4-Seam Fastball,-0.1,0,358,40.5,90,0.315,0.411,0.382,17.7,6.7,9.0,0.35,0.516,0.427,47.1
684,"Murphy, Chris",669684,BOS,FF,4-Seam Fastball,-0.6,-2,337,38.7,90,0.338,0.481,0.422,15.5,20.0,19.8,0.291,0.443,0.365,43.3
685,"Stephan, Trevor",663986,CLE,FS,Split-Finger,1.2,4,317,28.1,90,0.152,0.203,0.223,49.1,47.8,25.3,0.15,0.197,0.21,16.2
686,"Cano, Yennier",666974,BAL,CH,Changeup,0.3,1,282,27.7,90,0.193,0.295,0.222,40.5,38.9,28.2,0.215,0.327,0.242,30.2
687,"Peralta, Freddy",642547,MIL,CH,Changeup,-0.3,-1,415,14.6,90,0.224,0.388,0.305,31.2,20.0,18.6,0.232,0.365,0.277,34.3
688,"Stripling, Ross",548389,SF,FF,4-Seam Fastball,0.0,0,378,26.0,90,0.275,0.512,0.374,27.5,28.9,17.7,0.264,0.503,0.364,48.1
689,"Wheeler, Zack",554430,PHI,ST,Sweeper,0.1,1,387,12.3,90,0.198,0.36,0.26,39.2,33.3,20.5,0.202,0.373,0.258,29.8
